Date,Year_Month,Commodity,Unit,City,Price_PKR
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Gujranwala,282.47
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Sialkot,259.9
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Lahore,270.4
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Faisalabad,288.28
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Sargodha,280.82
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Multan,293.34
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Bahawalpur,263.81
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Karachi,293.2
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Hyderabad,287.97
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Sukkur,301.76
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Larkana,305.94
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Peshawar,266.33
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Bannu,270.0
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Quetta,341.37
2023-12-01,2023-12,Pulse Moong (Washed),1 Kg,Khuzdar,313.19
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,National Average,529.54
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Islamabad,567.25
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Rawalpindi,550.59
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Gujranwala,520.0
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Sialkot,520.0
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Lahore,535.21
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Faisalabad,552.1
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Sargodha,556.65
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Multan,544.96
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Bahawalpur,533.25
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Karachi,540.7
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Hyderabad,530.75
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Sukkur,512.48
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Larkana,534.79
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Peshawar,541.54
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Bannu,549.91
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Quetta,573.7
2023-12-01,2023-12,Pulse Mash (Washed),1 Kg,Khuzdar,373.21
2023-12-01,2023-12,Pulse Gram,1 Kg,National Average,239.56
2023-12-01,2023-12,Pulse Gram,1 Kg,Islamabad,261.39
2023-12-01,2023-12,Pulse Gram,1 Kg,Rawalpindi,248.7
2023-12-01,2023-12,Pulse Gram,1 Kg,Gujranwala,222.46
2023-12-01,2023-12,Pulse Gram,1 Kg,Sialkot,220.0
2023-12-01,2023-12,Pulse Gram,1 Kg,Lahore,221.91
2023-12-01,2023-12,Pulse Gram,1 Kg,Faisalabad,230.71
2023-12-01,2023-12,Pulse Gram,1 Kg,Sargodha,216.61
2023-12-01,2023-12,Pulse Gram,1 Kg,Multan,250.45
2023-12-01,2023-12,Pulse Gram,1 Kg,Bahawalpur,217.84
2023-12-01,2023-12,Pulse Gram,1 Kg,Karachi,243.64
2023-12-01,2023-12,Pulse Gram,1 Kg,Hyderabad,231.3
2023-12-01,2023-12,Pulse Gram,1 Kg,Sukkur,229.38
2023-12-01,2023-12,Pulse Gram,1 Kg,Larkana,230.57
2023-12-01,2023-12,Pulse Gram,1 Kg,Peshawar,270.44
2023-12-01,2023-12,Pulse Gram,1 Kg,Bannu,244.91
2023-12-01,2023-12,Pulse Gram,1 Kg,Quetta,289.1
2023-12-01,2023-12,Pulse Gram,1 Kg,Khuzdar,256.62
2023-12-01,2023-12,Potatoes,1 Kg,National Average,83.25
2023-12-01,2023-12,Potatoes,1 Kg,Islamabad,111.76
2023-12-01,2023-12,Potatoes,1 Kg,Rawalpindi,104.68
2023-12-01,2023-12,Potatoes,1 Kg,Gujranwala,79.13
2023-12-01,2023-12,Potatoes,1 Kg,Sialkot,87.89
2023-12-01,2023-12,Potatoes,1 Kg,Lahore,83.52
2023-12-01,2023-12,Potatoes,1 Kg,Faisalabad,79.67
2023-12-01,2023-12,Potatoes,1 Kg,Sargodha,74.06
2023-12-01,2023-12,Potatoes,1 Kg,Multan,88.75
2023-12-01,2023-12,Potatoes,1 Kg,Bahawalpur,85.86
2023-12-01,2023-12,Potatoes,1 Kg,Karachi,80.26
2023-12-01,2023-12,Potatoes,1 Kg,Hyderabad,71.37
2023-12-01,2023-12,Potatoes,1 Kg,Sukkur,71.35
2023-12-01,2023-12,Potatoes,1 Kg,Larkana,65.29
2023-12-01,2023-12,Potatoes,1 Kg,Peshawar,94.83
2023-12-01,2023-12,Potatoes,1 Kg,Bannu,81.81
2023-12-01,2023-12,Potatoes,1 Kg,Quetta,78.27
2023-12-01,2023-12,Potatoes,1 Kg,Khuzdar,89.44
2023-12-01,2023-12,Onions,1 Kg,National Average,167.38
2023-12-01,2023-12,Onions,1 Kg,Islamabad,211.02
2023-12-01,2023-12,Onions,1 Kg,Rawalpindi,192.72
2023-12-01,2023-12,Onions,1 Kg,Gujranwala,185.5
2023-12-01,2023-12,Onions,1 Kg,Sialkot,202.33
2023-12-01,2023-12,Onions,1 Kg,Lahore,183.24
2023-12-01,2023-12,Onions,1 Kg,Faisalabad,163.6
2023-12-01,2023-12,Onions,1 Kg,Sargodha,162.87
2023-12-01,2023-12,Onions,1 Kg,Multan,166.41
2023-12-01,2023-12,Onions,1 Kg,Bahawalpur,157.19
2023-12-01,2023-12,Onions,1 Kg,Karachi,161.9
2023-12-01,2023-12,Onions,1 Kg,Hyderabad,147.51
2023-12-01,2023-12,Onions,1 Kg,Sukkur,169.18
2023-12-01,2023-12,Onions,1 Kg,Larkana,154.6
2023-12-01,2023-12,Onions,1 Kg,Peshawar,156.99
2023-12-01,2023-12,Onions,1 Kg,Bannu,144.47
2023-12-01,2023-12,Onions,1 Kg,Quetta,151.21
2023-12-01,2023-12,Onions,1 Kg,Khuzdar,152.12
2023-12-01,2023-12,Tomatoes,1 Kg,National Average,111.21
2023-12-01,2023-12,Tomatoes,1 Kg,Islamabad,144.47
2023-12-01,2023-12,Tomatoes,1 Kg,Rawalpindi,133.78
2023-12-01,2023-12,Tomatoes,1 Kg,Gujranwala,124.71
2023-12-01,2023-12,Tomatoes,1 Kg,Sialkot,127.3
2023-12-01,2023-12,Tomatoes,1 Kg,Lahore,115.16
2023-12-01,2023-12,Tomatoes,1 Kg,Faisalabad,112.15
2023-12-01,2023-12,Tomatoes,1 Kg,Sargodha,104.66
2023-12-01,2023-12,Tomatoes,1 Kg,Multan,105.02
2023-12-01,2023-12,Tomatoes,1 Kg,Bahawalpur,107.11
2023-12-01,2023-12,Tomatoes,1 Kg,Karachi,92.95
2023-12-01,2023-12,Tomatoes,1 Kg,Hyderabad,79.9
2023-12-01,2023-12,Tomatoes,1 Kg,Sukkur,100.0
2023-12-01,2023-12,Tomatoes,1 Kg,Larkana,102.38
2023-12-01,2023-12,Tomatoes,1 Kg,Peshawar,121.76
2023-12-01,2023-12,Tomatoes,1 Kg,Bannu,104.66
2023-12-01,2023-12,Tomatoes,1 Kg,Quetta,113.79
2023-12-01,2023-12,Tomatoes,1 Kg,Khuzdar,118.42
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,National Average,339.5
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Islamabad,374.71
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Rawalpindi,358.44
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Gujranwala,322.47
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Sialkot,330.0
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Lahore,329.43
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Faisalabad,346.54
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Sargodha,340.0
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Multan,338.12
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Bahawalpur,320.0
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Karachi,342.39
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Hyderabad,333.2
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Sukkur,340.0
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Larkana,326.53
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Peshawar,337.75
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Bannu,320.0
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Quetta,366.11
2024-01-01,2024-01,Pulse Masoor (Washed),1 Kg,Khuzdar,351.53
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,National Average,302.54
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Islamabad,314.35
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Rawalpindi,291.19
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Gujranwala,284.87
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Sialkot,274.87
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Lahore,270.4
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Faisalabad,293.3
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Sargodha,296.63
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Multan,308.73
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Bahawalpur,294.1
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Karachi,300.43
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Hyderabad,326.95
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Sukkur,344.89
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Larkana,305.26
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Peshawar,280.0
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Bannu,297.47
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Quetta,346.1
2024-01-01,2024-01,Pulse Moong (Washed),1 Kg,Khuzdar,326.63
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,National Average,539.94
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Islamabad,571.01
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Rawalpindi,552.61
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Gujranwala,524.93
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Sialkot,521.25
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Lahore,535.21
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Faisalabad,569.94
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Sargodha,556.65
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Multan,549.94
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Bahawalpur,533.25
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Karachi,543.45
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Hyderabad,529.28
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Sukkur,520.0
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Larkana,545.18
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Peshawar,552.21
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Bannu,560.0
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Quetta,558.34
2024-01-01,2024-01,Pulse Mash (Washed),1 Kg,Khuzdar,465.42
2024-01-01,2024-01,Pulse Gram,1 Kg,National Average,257.78
2024-01-01,2024-01,Pulse Gram,1 Kg,Islamabad,276.4
2024-01-01,2024-01,Pulse Gram,1 Kg,Rawalpindi,261.03
2024-01-01,2024-01,Pulse Gram,1 Kg,Gujranwala,240.0
2024-01-01,2024-01,Pulse Gram,1 Kg,Sialkot,232.49
2024-01-01,2024-01,Pulse Gram,1 Kg,Lahore,248.85
2024-01-01,2024-01,Pulse Gram,1 Kg,Faisalabad,244.78
2024-01-01,2024-01,Pulse Gram,1 Kg,Sargodha,238.3
2024-01-01,2024-01,Pulse Gram,1 Kg,Multan,272.43
2024-01-01,2024-01,Pulse Gram,1 Kg,Bahawalpur,248.13
2024-01-01,2024-01,Pulse Gram,1 Kg,Karachi,257.58
2024-01-01,2024-01,Pulse Gram,1 Kg,Hyderabad,247.99
2024-01-01,2024-01,Pulse Gram,1 Kg,Sukkur,260.0
2024-01-01,2024-01,Pulse Gram,1 Kg,Larkana,243.94
2024-01-01,2024-01,Pulse Gram,1 Kg,Peshawar,296.62
2024-01-01,2024-01,Pulse Gram,1 Kg,Bannu,257.46
2024-01-01,2024-01,Pulse Gram,1 Kg,Quetta,289.93
2024-01-01,2024-01,Pulse Gram,1 Kg,Khuzdar,276.63
2024-01-01,2024-01,Potatoes,1 Kg,National Average,59.24
2024-01-01,2024-01,Potatoes,1 Kg,Islamabad,86.78
2024-01-01,2024-01,Potatoes,1 Kg,Rawalpindi,80.47
2024-01-01,2024-01,Potatoes,1 Kg,Gujranwala,59.72
2024-01-01,2024-01,Potatoes,1 Kg,Sialkot,68.87
2024-01-01,2024-01,Potatoes,1 Kg,Lahore,63.6
2024-01-01,2024-01,Potatoes,1 Kg,Faisalabad,50.12
2024-01-01,2024-01,Potatoes,1 Kg,Sargodha,51.87
2024-01-01,2024-01,Potatoes,1 Kg,Multan,59.35
2024-01-01,2024-01,Potatoes,1 Kg,Bahawalpur,58.2
2024-01-01,2024-01,Potatoes,1 Kg,Karachi,59.23
2024-01-01,2024-01,Potatoes,1 Kg,Hyderabad,50.91
2024-01-01,2024-01,Potatoes,1 Kg,Sukkur,46.42
2024-01-01,2024-01,Potatoes,1 Kg,Larkana,41.97
2024-01-01,2024-01,Potatoes,1 Kg,Peshawar,76.26
2024-01-01,2024-01,Potatoes,1 Kg,Bannu,53.13
2024-01-01,2024-01,Potatoes,1 Kg,Quetta,58.52
2024-01-01,2024-01,Potatoes,1 Kg,Khuzdar,59.72
2024-01-01,2024-01,Onions,1 Kg,National Average,214.14
2024-01-01,2024-01,Onions,1 Kg,Islamabad,242.16
2024-01-01,2024-01,Onions,1 Kg,Rawalpindi,235.23
2024-01-01,2024-01,Onions,1 Kg,Gujranwala,222.16
2024-01-01,2024-01,Onions,1 Kg,Sialkot,235.75
2024-01-01,2024-01,Onions,1 Kg,Lahore,234.63
2024-01-01,2024-01,Onions,1 Kg,Faisalabad,193.4
2024-01-01,2024-01,Onions,1 Kg,Sargodha,212.25
2024-01-01,2024-01,Onions,1 Kg,Multan,210.89
2024-01-01,2024-01,Onions,1 Kg,Bahawalpur,217.96
2024-01-01,2024-01,Onions,1 Kg,Karachi,206.09
2024-01-01,2024-01,Onions,1 Kg,Hyderabad,187.92
2024-01-01,2024-01,Onions,1 Kg,Sukkur,211.11
2024-01-01,2024-01,Onions,1 Kg,Larkana,213.44
2024-01-01,2024-01,Onions,1 Kg,Peshawar,216.05
2024-01-01,2024-01,Onions,1 Kg,Bannu,190.6
2024-01-01,2024-01,Onions,1 Kg,Quetta,193.39
2024-01-01,2024-01,Onions,1 Kg,Khuzdar,228.05
2024-01-01,2024-01,Tomatoes,1 Kg,National Average,138.21
2024-01-01,2024-01,Tomatoes,1 Kg,Islamabad,179.3
2024-01-01,2024-01,Tomatoes,1 Kg,Rawalpindi,160.73
2024-01-01,2024-01,Tomatoes,1 Kg,Gujranwala,150.64
2024-01-01,2024-01,Tomatoes,1 Kg,Sialkot,149.83
2024-01-01,2024-01,Tomatoes,1 Kg,Lahore,152.06
2024-01-01,2024-01,Tomatoes,1 Kg,Faisalabad,138.35
2024-01-01,2024-01,Tomatoes,1 Kg,Sargodha,135.19
2024-01-01,2024-01,Tomatoes,1 Kg,Multan,140.9
2024-01-01,2024-01,Tomatoes,1 Kg,Bahawalpur,143.29
2024-01-01,2024-01,Tomatoes,1 Kg,Karachi,119.43
2024-01-01,2024-01,Tomatoes,1 Kg,Hyderabad,112.57
2024-01-01,2024-01,Tomatoes,1 Kg,Sukkur,109.54
2024-01-01,2024-01,Tomatoes,1 Kg,Larkana,136.1
2024-01-01,2024-01,Tomatoes,1 Kg,Peshawar,150.66
2024-01-01,2024-01,Tomatoes,1 Kg,Bannu,117.92
2024-01-01,2024-01,Tomatoes,1 Kg,Quetta,133.31
2024-01-01,2024-01,Tomatoes,1 Kg,Khuzdar,138.26
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,National Average,333.59
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Islamabad,383.94
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Rawalpindi,365.17
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Gujranwala,310.0
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Sialkot,310.0
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Lahore,340.87
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Faisalabad,346.54
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Sargodha,324.89
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Multan,317.35
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Bahawalpur,308.18
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Karachi,342.36
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Hyderabad,330.43
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Sukkur,329.85
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Larkana,317.44
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Peshawar,334.1
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Bannu,314.88
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Quetta,377.42
2024-02-01,2024-02,Pulse Masoor (Washed),1 Kg,Khuzdar,329.9
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,National Average,311.92
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Islamabad,326.26
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Rawalpindi,302.59
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Gujranwala,300.0
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Sialkot,290.0
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Lahore,289.38
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Faisalabad,291.65
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Sargodha,318.31
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Multan,304.37
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Bahawalpur,290.76
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Karachi,306.73
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Hyderabad,330.22
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Sukkur,340.0
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Larkana,318.28
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Peshawar,297.75
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Bannu,300.0
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Quetta,387.43
2024-02-01,2024-02,Pulse Moong (Washed),1 Kg,Khuzdar,323.3
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,National Average,540.03
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Islamabad,580.55
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Rawalpindi,557.27
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Gujranwala,520.0
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Sialkot,504.98
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Lahore,582.2
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Faisalabad,569.94
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Sargodha,540.0
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Multan,528.62
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Bahawalpur,514.93
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Karachi,507.53
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Hyderabad,481.82
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Sukkur,489.7
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Larkana,558.86
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Peshawar,552.21
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Bannu,587.02
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Quetta,604.9
2024-02-01,2024-02,Pulse Mash (Washed),1 Kg,Khuzdar,519.71
2024-02-01,2024-02,Pulse Gram,1 Kg,National Average,259.56
2024-02-01,2024-02,Pulse Gram,1 Kg,Islamabad,287.35
2024-02-01,2024-02,Pulse Gram,1 Kg,Rawalpindi,271.92
2024-02-01,2024-02,Pulse Gram,1 Kg,Gujranwala,240.0
2024-02-01,2024-02,Pulse Gram,1 Kg,Sialkot,233.74
2024-02-01,2024-02,Pulse Gram,1 Kg,Lahore,250.9
2024-02-01,2024-02,Pulse Gram,1 Kg,Faisalabad,238.24
2024-02-01,2024-02,Pulse Gram,1 Kg,Sargodha,240.0
2024-02-01,2024-02,Pulse Gram,1 Kg,Multan,266.19
2024-02-01,2024-02,Pulse Gram,1 Kg,Bahawalpur,256.62
2024-02-01,2024-02,Pulse Gram,1 Kg,Karachi,266.52
2024-02-01,2024-02,Pulse Gram,1 Kg,Hyderabad,248.44
2024-02-01,2024-02,Pulse Gram,1 Kg,Sukkur,260.0
2024-02-01,2024-02,Pulse Gram,1 Kg,Larkana,240.0
2024-02-01,2024-02,Pulse Gram,1 Kg,Peshawar,292.65
2024-02-01,2024-02,Pulse Gram,1 Kg,Bannu,260.0
2024-02-01,2024-02,Pulse Gram,1 Kg,Quetta,294.97
2024-02-01,2024-02,Pulse Gram,1 Kg,Khuzdar,276.63
2024-02-01,2024-02,Potatoes,1 Kg,National Average,68.35
2024-02-01,2024-02,Potatoes,1 Kg,Islamabad,87.92
2024-02-01,2024-02,Potatoes,1 Kg,Rawalpindi,79.22
2024-02-01,2024-02,Potatoes,1 Kg,Gujranwala,71.58
2024-02-01,2024-02,Potatoes,1 Kg,Sialkot,71.58
2024-02-01,2024-02,Potatoes,1 Kg,Lahore,69.74
2024-02-01,2024-02,Potatoes,1 Kg,Faisalabad,61.17
2024-02-01,2024-02,Potatoes,1 Kg,Sargodha,62.36
2024-02-01,2024-02,Potatoes,1 Kg,Multan,66.87
2024-02-01,2024-02,Potatoes,1 Kg,Bahawalpur,71.33
2024-02-01,2024-02,Potatoes,1 Kg,Karachi,65.75
2024-02-01,2024-02,Potatoes,1 Kg,Hyderabad,60.15
2024-02-01,2024-02,Potatoes,1 Kg,Sukkur,55.61
2024-02-01,2024-02,Potatoes,1 Kg,Larkana,56.46
2024-02-01,2024-02,Potatoes,1 Kg,Peshawar,81.82
2024-02-01,2024-02,Potatoes,1 Kg,Bannu,72.38
2024-02-01,2024-02,Potatoes,1 Kg,Quetta,62.21
2024-02-01,2024-02,Potatoes,1 Kg,Khuzdar,74.89
2024-02-01,2024-02,Onions,1 Kg,National Average,221.59
2024-02-01,2024-02,Onions,1 Kg,Islamabad,281.97
2024-02-01,2024-02,Onions,1 Kg,Rawalpindi,267.97
2024-02-01,2024-02,Onions,1 Kg,Gujranwala,233.53
2024-02-01,2024-02,Onions,1 Kg,Sialkot,230.64
2024-02-01,2024-02,Onions,1 Kg,Lahore,228.16
2024-02-01,2024-02,Onions,1 Kg,Faisalabad,202.18
2024-02-01,2024-02,Onions,1 Kg,Sargodha,219.17
2024-02-01,2024-02,Onions,1 Kg,Multan,190.83
2024-02-01,2024-02,Onions,1 Kg,Bahawalpur,203.6
2024-02-01,2024-02,Onions,1 Kg,Karachi,230.28
2024-02-01,2024-02,Onions,1 Kg,Hyderabad,221.79
2024-02-01,2024-02,Onions,1 Kg,Sukkur,182.81
2024-02-01,2024-02,Onions,1 Kg,Larkana,196.19
2024-02-01,2024-02,Onions,1 Kg,Peshawar,259.95
2024-02-01,2024-02,Onions,1 Kg,Bannu,195.27
2024-02-01,2024-02,Onions,1 Kg,Quetta,210.13
2024-02-01,2024-02,Onions,1 Kg,Khuzdar,239.64
2024-02-01,2024-02,Tomatoes,1 Kg,National Average,122.11
2024-02-01,2024-02,Tomatoes,1 Kg,Islamabad,150.66
2024-02-01,2024-02,Tomatoes,1 Kg,Rawalpindi,139.81
2024-02-01,2024-02,Tomatoes,1 Kg,Gujranwala,135.05
2024-02-01,2024-02,Tomatoes,1 Kg,Sialkot,129.03
2024-02-01,2024-02,Tomatoes,1 Kg,Lahore,137.84
2024-02-01,2024-02,Tomatoes,1 Kg,Faisalabad,123.54
2024-02-01,2024-02,Tomatoes,1 Kg,Sargodha,115.44
2024-02-01,2024-02,Tomatoes,1 Kg,Multan,128.72
2024-02-01,2024-02,Tomatoes,1 Kg,Bahawalpur,134.98
2024-02-01,2024-02,Tomatoes,1 Kg,Karachi,104.91
2024-02-01,2024-02,Tomatoes,1 Kg,Hyderabad,101.81
2024-02-01,2024-02,Tomatoes,1 Kg,Sukkur,112.69
2024-02-01,2024-02,Tomatoes,1 Kg,Larkana,111.78
2024-02-01,2024-02,Tomatoes,1 Kg,Peshawar,128.24
2024-02-01,2024-02,Tomatoes,1 Kg,Bannu,114.03
2024-02-01,2024-02,Tomatoes,1 Kg,Quetta,98.31
2024-02-01,2024-02,Tomatoes,1 Kg,Khuzdar,123.01
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,National Average,333.59
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Islamabad,383.94
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Rawalpindi,365.17
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Gujranwala,310.0
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Sialkot,310.0
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Lahore,340.87
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Faisalabad,346.54
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Sargodha,324.89
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Multan,317.35
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Bahawalpur,308.18
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Karachi,342.36
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Hyderabad,330.43
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Sukkur,329.85
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Larkana,317.44
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Peshawar,334.1
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Bannu,314.88
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Quetta,377.42
2024-03-01,2024-03,Pulse Masoor (Washed),1 Kg,Khuzdar,329.9
2024-03-01,2024-03,Pulse Moong (Washed),1 Kg,National Average,311.92
2024-03-01,2024-03,Pulse Moong (Washed),1 Kg,Islamabad,326.26
2024-03-01,2024-03,Pulse Moong (Washed),1 Kg,Rawalpindi,302.59
2024-03-01,2024-03,Pulse Moong (Washed),1 Kg,Gujranwala,300.0
