Year_Month,Date,S_No,Commodity_Raw,Commodity,Target_Commodity,Category,Unit,National_Average_Price,Source_File,Islamabad,Rawalpindi,Gujranwala,Sialkot,Lahore,Faisalabad,Sargodha,Multan,Bahawalpur,Karachi,Hyderabad,Sukkur,Larkana,Peshawar,Bannu,Quetta,Khuzdar
2024-02,2024-02-01,25,Gur (Average Quality) 1 Kg,Gur (Average Quality),,Sugar & Sweeteners,1 Kg,206.06,2024-02_Annexure1.pdf,229.79,211.8,200.0,220.0,208.03,206.46,200.0,222.18,188.84,226.03,236.62,180.0,169.81,203.83,186.43,219.91,206.46
2024-02,2024-02-01,26,Salt Powdered (NATIONAL/SHAN) 800 gm PacketEach,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,,Condiments & Spices,Each,69.23,2024-02_Annexure1.pdf,71.19,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,60.0,70.0,66.49
2024-02,2024-02-01,27,Chilies Powder NATIONAL 200 gm PacketEach,Chilies Powder NATIONAL 200 gm Packet,,Condiments & Spices,Each,400.0,2024-02_Annexure1.pdf,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
2024-02,2024-02-01,28,Garlic (Lehsun) 1 Kg,Garlic (Lehsun),,Vegetables,1 Kg,598.91,2024-02_Annexure1.pdf,639.7,624.39,589.74,580.0,549.19,578.64,616.92,604.32,622.89,572.66,576.6,544.52,548.67,630.67,624.5,635.42,659.31
2024-02,2024-02-01,29,Tea Lipton Yellow Label 190 gm PacketEach,Tea Lipton Yellow Label 190 gm Packet,,Beverages,Each,544.71,2024-02_Annexure1.pdf,542.86,542.86,542.86,542.86,542.85,542.83,542.86,542.85,542.86,542.86,542.85,558.82,542.85,542.85,542.85,542.85,558.82
2024-02,2024-02-01,30,Cooked Beef at Average Hotel Per Plate,Cooked Beef at Average Hotel,,Food Away from Home,Per Plate,276.35,2024-02_Annexure1.pdf,309.02,285.47,375.0,300.0,217.75,300.0,250.0,300.0,273.17,321.14,283.24,200.0,240.0,200.0,250.0,344.98,319.68
2024-02,2024-02-01,31,Cooked Daal at Average Hotel Per Plate,Cooked Daal at Average Hotel,,Food Away from Home,Per Plate,144.99,2024-02_Annexure1.pdf,225.36,207.15,150.0,120.0,133.18,166.41,120.0,122.07,132.99,153.47,163.9,150.0,120.0,115.98,120.0,139.76,173.07
2024-02,2024-02-01,32,Tea Prepared Ordinary Per Cup,Tea Prepared Ordinary,,Food Away from Home,Per Cup,59.03,2024-02_Annexure1.pdf,70.0,68.58,60.0,50.0,56.95,63.16,56.46,70.0,50.0,69.35,71.45,60.0,60.0,40.13,50.0,70.0,50.0
2024-02,2024-02-01,33,Cigarettes Capstan 20'S Packet Each,Cigarettes Capstan 20'S Packet,,Tobacco,Each,221.8,2024-02_Annexure1.pdf,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,232.99,220.0,220.0,220.0,230.0,220.0,224.94,223.28
2024-02,2024-02-01,34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr","Long Cloth 57"" Gul Ahmed/Al Karam",,Textiles & Apparel,1 mtr,578.12,2024-02_Annexure1.pdf,608.84,586.39,571.0,570.0,550.19,482.74,680.0,670.0,685.64,626.78,494.92,500.0,516.14,642.0,700.0,648.72,400.0
2024-02,2024-02-01,35,Shirting (Average Quality) 1 mtr,Shirting (Average Quality),,Textiles & Apparel,1 mtr,425.98,2024-02_Annexure1.pdf,644.48,596.59,400.0,370.0,378.25,748.89,586.59,520.7,586.59,406.86,404.91,229.58,313.19,482.7,450.0,229.85,293.18
2024-02,2024-02-01,36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,Lawn Printed Gul Ahmed/Al Karam,,Textiles & Apparel,1 mtr,562.6,2024-02_Annexure1.pdf,499.67,454.34,550.0,550.0,669.96,566.19,650.0,586.0,600.0,554.37,494.92,550.0,532.8,702.0,650.0,648.72,400.0
2024-02,2024-02-01,37,Georgette (Average Quality) 1 mtr,Georgette (Average Quality),,Textiles & Apparel,1 mtr,267.19,2024-02_Annexure1.pdf,333.63,319.07,200.0,300.0,315.58,350.0,350.0,251.09,269.62,302.6,277.25,206.46,265.66,236.33,160.0,219.62,282.31
2024-02,2024-02-01,38,Gents Sandal Bata Pair,Gents Sandal Bata,,Footwear,Pair,2299.0,2024-02_Annexure1.pdf,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0
2024-02,2024-02-01,39,Gents Sponge Chappal Bata Pair,Gents Sponge Chappal Bata,,Footwear,Pair,599.0,2024-02_Annexure1.pdf,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0
2024-02,2024-02-01,40,Ladies Sandal Bata Pair,Ladies Sandal Bata,,Footwear,Pair,799.0,2024-02_Annexure1.pdf,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0
2024-02,2024-02-01,41,Electricity Charges upto 50 Units Per Unit,Electricity Charges upto 50 Units,,Energy & Utilities,Per Unit,7.4,2024-02_Annexure1.pdf,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
2024-02,2024-02-01,42,Gas Charges upto,Gas Charges upto 3.3719 MMBTU,,Energy & Utilities,MMBTU,1976.5,2024-02_Annexure1.pdf,3.3719,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5
2024-02,2024-02-01,43,Firewood Whole 40 Kg,Firewood Whole,,Energy & Utilities,40 Kg,1190.82,2024-02_Annexure1.pdf,1827.75,1507.08,1500.0,1200.0,1587.95,1600.0,1000.0,1440.97,1300.0,1109.28,1000.0,800.0,866.35,968.11,795.81,1349.38,1032.28
2024-02,2024-02-01,44,Energy Saver Philips 14 Watt Each,Energy Saver Philips 14 Watt,,Household Goods,Each,370.4,2024-02_Annexure1.pdf,276.63,260.4,550.0,575.0,500.0,400.0,550.0,575.0,272.7,350.0,350.0,300.0,370.0,260.0,250.0,350.0,382.59
2024-02,2024-02-01,45,Sufi Washing Soap 250 gm Cake Each,Sufi Washing Soap 250 gm Cake,,Personal & Household Care,Each,128.7,2024-02_Annexure1.pdf,131.62,131.29,130.0,120.0,130.0,130.0,130.0,125.0,133.25,130.0,130.0,138.0,120.0,130.0,125.0,130.0,125.0
2024-02,2024-02-01,46,Match Box Each,Match Box,,Household Goods,Each,6.18,2024-02_Annexure1.pdf,6.0,6.0,6.0,5.0,6.32,7.0,6.0,7.0,7.0,7.0,6.56,6.0,7.0,7.0,5.0,5.97,5.0
2024-02,2024-02-01,47,Petrol Super Per Litre,Petrol Super,,Fuel & Transport,Per Litre,280.79,2024-02_Annexure1.pdf,280.59,280.58,280.6,280.76,280.59,280.5,280.85,280.62,281.09,280.57,281.8,280.4,280.89,280.59,281.9,280.5,280.59
2024-02,2024-02-01,48,Hi-Speed Diesel Per Litre,Hi-Speed Diesel,,Fuel & Transport,Per Litre,287.53,2024-02_Annexure1.pdf,287.27,287.28,287.3,287.45,287.26,287.2,287.54,287.34,287.76,287.26,288.55,287.8,287.59,287.27,288.71,287.2,287.28
2024-02,2024-02-01,49,LPG,LPG 11.67 kg Cylinder,,Energy & Utilities,Each,3257.89,2024-02_Annexure1.pdf,11.67,3491.23,3515.13,3527.75,3548.23,3469.46,3377.67,3224.9,3581.52,3325.37,3335.08,3412.45,3444.56,3289.58,3473.08,3324.53,3462.37
2024-02,2024-02-01,50,Telephone Call Charges Per Minute,Telephone Call Charges,,Communication,Per Minute,1.79,2024-02_Annexure1.pdf,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
2024-02,2024-02-01,51,Toilet Soap LIFEBUOY 115 gm Each,Toilet Soap LIFEBUOY 115 gm,,Personal & Household Care,Each,110.39,2024-02_Annexure1.pdf,111.47,111.47,105.8,111.47,111.47,105.0,117.47,111.47,111.48,111.48,111.48,110.0,118.6,103.32,111.47,111.48,103.0
2024-03,2024-03-01,1,Wheat Flour Bag 20 Kg,Wheat Flour Bag,,Cereals & Grains,20 Kg,2726.53,2024-03_Annexure1.pdf,2858.5,2836.0,2738.4,2732.01,2773.17,2716.56,2748.6,2661.87,2766.05,2596.24,2765.27,2488.16,2674.65,2750.32,2777.83,2794.54,2696.39
2024-03,2024-03-01,2,Rice Basmati Broken (Average Quality)1 Kg,Rice Basmati Broken (Average Quality),,Cereals & Grains,1 Kg,224.23,2024-03_Annexure1.pdf,254.82,245.28,198.78,160.81,233.98,223.28,204.82,200.0,186.43,268.35,251.51,220.0,261.61,231.8,190.0,272.44,246.42
2024-03,2024-03-01,3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,Rice IRRI-6/9 (Sindh/Punjab),,Cereals & Grains,1 Kg,0.3,2024-03_Annexure1.pdf,171.14,148.93,160.0,176.6,167.66,170.0,180.25,192.45,170.0,156.59,176.04,170.0,184.95,160.7,170.02,169.51,135.21
2024-03,2024-03-01,4,Bread plain (Small Size) Each,Bread plain (Small Size),,Bakery & Confectionery,Each,114.79,2024-03_Annexure1.pdf,120.0,120.0,110.0,110.0,112.92,120.0,110.0,120.0,120.0,120.0,120.0,130.0,112.92,110.0,100.0,120.0,100.0
2024-03,2024-03-01,5,Beef with Bone (Average Quality) 1 Kg,Beef with Bone (Average Quality),,Meat & Poultry,1 Kg,878.08,2024-03_Annexure1.pdf,1108.93,1053.22,866.35,850.0,868.14,1000.0,814.92,878.82,782.97,1048.03,820.47,800.0,878.82,829.88,737.17,894.89,791.44
2024-03,2024-03-01,6,Mutton (Average Quality) 1 Kg,Mutton (Average Quality),,Meat & Poultry,1 Kg,1802.71,2024-03_Annexure1.pdf,2134.81,2098.49,2000.0,1850.0,2107.36,2000.0,1549.73,1882.62,1565.95,1897.9,1720.54,1600.0,1766.03,1754.02,1511.06,1815.04,1582.88
2024-03,2024-03-01,7,Chicken Farm Broiler (Live) 1 Kg,Chicken Farm Broiler (Live),,Meat & Poultry,1 Kg,432.18,2024-03_Annexure1.pdf,441.24,424.63,414.31,414.31,405.36,419.59,422.36,416.03,393.53,441.6,426.09,444.75,434.93,432.36,437.44,472.85,519.85
2024-03,2024-03-01,8,Milk fresh (Un-boiled) 1 Ltr,Milk fresh (Un-boiled),,Dairy & Eggs,1 Ltr,185.55,2024-03_Annexure1.pdf,212.34,213.12,200.0,160.0,160.93,186.43,146.59,176.6,146.59,200.0,200.0,200.0,213.12,211.59,156.59,200.0,196.61
2024-03,2024-03-01,9,Curd (Dahi) Loose 1 Kg,Curd (Dahi) Loose,,Dairy & Eggs,1 Kg,217.5,2024-03_Annexure1.pdf,233.18,232.42,220.0,180.0,185.9,220.0,180.0,217.68,186.43,309.29,276.56,220.0,246.49,228.46,176.6,220.0,206.61
2024-03,2024-03-01,10,Powdered Milk NIDO 390 gm PolybagEach,Powdered Milk NIDO 390 gm Polybag,,Dairy & Eggs,Each,824.06,2024-03_Annexure1.pdf,834.97,834.65,820.0,820.0,820.0,820.0,820.0,820.0,820.0,810.23,830.0,820.0,820.0,820.0,820.0,850.0,829.94
2024-03,2024-03-01,11,Eggs Hen (Farm) 1 Dozen,Eggs Hen (Farm),,Dairy & Eggs,1 Dozen,272.83,2024-03_Annexure1.pdf,275.1,273.13,272.37,267.46,265.61,267.06,264.62,260.6,261.43,272.85,271.33,273.52,277.28,279.91,278.04,277.11,303.3
2024-03,2024-03-01,12,Mustard Oil (Average Quality) 1 Kg,Mustard Oil (Average Quality),,Oils & Fats,1 Kg,501.09,2024-03_Annexure1.pdf,667.35,653.94,442.3,480.0,482.26,600.0,500.0,483.41,487.0,491.27,405.73,367.34,501.57,556.08,442.08,548.48,506.58
2024-03,2024-03-01,13,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre TinEach","Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",,Oils & Fats,Each,2652.88,2024-03_Annexure1.pdf,2615.0,2615.0,2654.7,2695.0,2646.91,2634.77,2695.0,2707.41,2674.77,2640.19,2695.0,2695.0,2634.77,2619.95,2500.0,2634.77,2750.0
2024-03,2024-03-01,14,Vegetable Ghee DALDA/HABIB 2.5 kg TinEach,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,,Oils & Fats,Each,1289.52,2024-03_Annexure1.pdf,1285.0,1285.0,1289.13,1285.0,1291.2,1310.0,1310.0,1297.44,1285.0,1285.0,1310.0,1312.83,1310.48,1284.99,1200.0,1285.0,1300.0
2024-03,2024-03-01,15,Vegetable Ghee DALDA/HABIB or Other superior Quality 1 kg PouchEach,Vegetable Ghee DALDA/HABIB or Other superior Quality 1 kg Pouch,,Oils & Fats,Each,497.9,2024-03_Annexure1.pdf,499.0,499.0,499.0,499.0,499.0,483.32,499.0,499.0,503.97,499.3,506.48,501.48,499.0,500.0,470.0,499.0,510.0
2024-03,2024-03-01,16,Bananas (Kela) Local 1 Dozen,Bananas (Kela) Local,,Fruits,1 Dozen,177.87,2024-03_Annexure1.pdf,300.26,251.24,197.92,225.54,179.04,192.38,178.39,242.64,151.52,168.9,155.07,124.97,123.51,191.78,195.26,124.32,124.74
2024-03,2024-03-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,333.59,2024-03_Annexure1.pdf,383.94,365.17,310.0,310.0,340.87,346.54,324.89,317.35,308.18,342.36,330.43,329.85,317.44,334.1,314.88,377.42,329.9
2024-03,2024-03-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,311.92,2024-03_Annexure1.pdf,326.26,302.59,300.0,290.0,289.38,291.65,318.31,304.37,290.76,306.73,330.22,340.0,318.28,297.75,300.0,387.43,323.3
2024-03,2024-03-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,540.03,2024-03_Annexure1.pdf,580.55,557.27,520.0,504.98,582.2,569.94,540.0,528.62,514.93,507.53,481.82,489.7,558.86,552.21,587.02,604.9,519.71
2024-03,2024-03-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,259.56,2024-03_Annexure1.pdf,287.35,271.92,240.0,233.74,250.9,238.24,240.0,266.19,256.62,266.52,248.44,260.0,240.0,292.65,260.0,294.97,276.63
2024-03,2024-03-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,68.35,2024-03_Annexure1.pdf,87.92,79.22,71.58,71.58,69.74,61.17,62.36,66.87,71.33,65.75,60.15,55.61,56.46,81.82,72.38,62.21,74.89
2024-03,2024-03-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,221.59,2024-03_Annexure1.pdf,281.97,267.97,233.53,230.64,228.16,202.18,219.17,190.83,203.6,230.28,221.79,182.81,196.19,259.95,195.27,210.13,239.64
2024-03,2024-03-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,122.11,2024-03_Annexure1.pdf,150.66,139.81,135.05,129.03,137.84,123.54,115.44,128.72,134.98,104.91,101.81,112.69,111.78,128.24,114.03,98.31,123.01
2024-03,2024-03-01,24,Sugar Refined 1 Kg,Sugar Refined,,Sugar & Sweeteners,1 Kg,144.36,2024-03_Annexure1.pdf,151.1,149.32,145.0,145.0,145.82,142.91,142.48,138.73,140.0,145.5,140.33,135.74,141.4,147.67,142.06,157.22,145.3
2024-03,2024-03-01,25,Gur (Average Quality) 1 Kg,Gur (Average Quality),,Sugar & Sweeteners,1 Kg,206.06,2024-03_Annexure1.pdf,229.79,211.8,200.0,220.0,208.03,206.46,200.0,222.18,188.84,226.03,236.62,180.0,169.81,203.83,186.43,219.91,206.46
2024-03,2024-03-01,26,Salt Powdered (NATIONAL/SHAN) 800 gm PacketEach,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,,Condiments & Spices,Each,69.23,2024-03_Annexure1.pdf,71.19,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,60.0,70.0,66.49
2024-03,2024-03-01,27,Chilies Powder NATIONAL 200 gm PacketEach,Chilies Powder NATIONAL 200 gm Packet,,Condiments & Spices,Each,400.0,2024-03_Annexure1.pdf,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
2024-03,2024-03-01,28,Garlic (Lehsun) 1 Kg,Garlic (Lehsun),,Vegetables,1 Kg,598.91,2024-03_Annexure1.pdf,639.7,624.39,589.74,580.0,549.19,578.64,616.92,604.32,622.89,572.66,576.6,544.52,548.67,630.67,624.5,635.42,659.31
2024-03,2024-03-01,29,Tea Lipton Yellow Label 190 gm PacketEach,Tea Lipton Yellow Label 190 gm Packet,,Beverages,Each,544.71,2024-03_Annexure1.pdf,542.86,542.86,542.86,542.86,542.85,542.83,542.86,542.85,542.86,542.86,542.85,558.82,542.85,542.85,542.85,542.85,558.82
2024-03,2024-03-01,30,Cooked Beef at Average Hotel Per Plate,Cooked Beef at Average Hotel,,Food Away from Home,Per Plate,276.35,2024-03_Annexure1.pdf,309.02,285.47,375.0,300.0,217.75,300.0,250.0,300.0,273.17,321.14,283.24,200.0,240.0,200.0,250.0,344.98,319.68
2024-03,2024-03-01,31,Cooked Daal at Average Hotel Per Plate,Cooked Daal at Average Hotel,,Food Away from Home,Per Plate,144.99,2024-03_Annexure1.pdf,225.36,207.15,150.0,120.0,133.18,166.41,120.0,122.07,132.99,153.47,163.9,150.0,120.0,115.98,120.0,139.76,173.07
2024-03,2024-03-01,32,Tea Prepared Ordinary Per Cup,Tea Prepared Ordinary,,Food Away from Home,Per Cup,59.03,2024-03_Annexure1.pdf,70.0,68.58,60.0,50.0,56.95,63.16,56.46,70.0,50.0,69.35,71.45,60.0,60.0,40.13,50.0,70.0,50.0
2024-03,2024-03-01,33,Cigarettes Capstan 20'S Packet Each,Cigarettes Capstan 20'S Packet,,Tobacco,Each,221.8,2024-03_Annexure1.pdf,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,232.99,220.0,220.0,220.0,230.0,220.0,224.94,223.28
2024-03,2024-03-01,34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr","Long Cloth 57"" Gul Ahmed/Al Karam",,Textiles & Apparel,1 mtr,578.12,2024-03_Annexure1.pdf,608.84,586.39,571.0,570.0,550.19,482.74,680.0,670.0,685.64,626.78,494.92,500.0,516.14,642.0,700.0,648.72,400.0
2024-03,2024-03-01,35,Shirting (Average Quality) 1 mtr,Shirting (Average Quality),,Textiles & Apparel,1 mtr,425.98,2024-03_Annexure1.pdf,644.48,596.59,400.0,370.0,378.25,748.89,586.59,520.7,586.59,406.86,404.91,229.58,313.19,482.7,450.0,229.85,293.18
2024-03,2024-03-01,36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,Lawn Printed Gul Ahmed/Al Karam,,Textiles & Apparel,1 mtr,562.6,2024-03_Annexure1.pdf,499.67,454.34,550.0,550.0,669.96,566.19,650.0,586.0,600.0,554.37,494.92,550.0,532.8,702.0,650.0,648.72,400.0
2024-03,2024-03-01,37,Georgette (Average Quality) 1 mtr,Georgette (Average Quality),,Textiles & Apparel,1 mtr,267.19,2024-03_Annexure1.pdf,333.63,319.07,200.0,300.0,315.58,350.0,350.0,251.09,269.62,302.6,277.25,206.46,265.66,236.33,160.0,219.62,282.31
2024-03,2024-03-01,38,Gents Sandal Bata Pair,Gents Sandal Bata,,Footwear,Pair,2299.0,2024-03_Annexure1.pdf,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0
2024-03,2024-03-01,39,Gents Sponge Chappal Bata Pair,Gents Sponge Chappal Bata,,Footwear,Pair,599.0,2024-03_Annexure1.pdf,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0
2024-03,2024-03-01,40,Ladies Sandal Bata Pair,Ladies Sandal Bata,,Footwear,Pair,799.0,2024-03_Annexure1.pdf,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0
2024-03,2024-03-01,41,Electricity Charges upto 50 Units Per Unit,Electricity Charges upto 50 Units,,Energy & Utilities,Per Unit,7.4,2024-03_Annexure1.pdf,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
2024-03,2024-03-01,42,Gas Charges upto,Gas Charges upto 3.3719 MMBTU,,Energy & Utilities,MMBTU,1976.5,2024-03_Annexure1.pdf,3.3719,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5,1976.5
2024-03,2024-03-01,43,Firewood Whole 40 Kg,Firewood Whole,,Energy & Utilities,40 Kg,1190.82,2024-03_Annexure1.pdf,1827.75,1507.08,1500.0,1200.0,1587.95,1600.0,1000.0,1440.97,1300.0,1109.28,1000.0,800.0,866.35,968.11,795.81,1349.38,1032.28
2024-03,2024-03-01,44,Energy Saver Philips 14 Watt Each,Energy Saver Philips 14 Watt,,Household Goods,Each,370.4,2024-03_Annexure1.pdf,276.63,260.4,550.0,575.0,500.0,400.0,550.0,575.0,272.7,350.0,350.0,300.0,370.0,260.0,250.0,350.0,382.59
2024-03,2024-03-01,45,Sufi Washing Soap 250 gm Cake Each,Sufi Washing Soap 250 gm Cake,,Personal & Household Care,Each,128.7,2024-03_Annexure1.pdf,131.62,131.29,130.0,120.0,130.0,130.0,130.0,125.0,133.25,130.0,130.0,138.0,120.0,130.0,125.0,130.0,125.0
2024-03,2024-03-01,46,Match Box Each,Match Box,,Household Goods,Each,6.18,2024-03_Annexure1.pdf,6.0,6.0,6.0,5.0,6.32,7.0,6.0,7.0,7.0,7.0,6.56,6.0,7.0,7.0,5.0,5.97,5.0
2024-03,2024-03-01,47,Petrol Super Per Litre,Petrol Super,,Fuel & Transport,Per Litre,280.79,2024-03_Annexure1.pdf,280.59,280.58,280.6,280.76,280.59,280.5,280.85,280.62,281.09,280.57,281.8,280.4,280.89,280.59,281.9,280.5,280.59
2024-03,2024-03-01,48,Hi-Speed Diesel Per Litre,Hi-Speed Diesel,,Fuel & Transport,Per Litre,287.53,2024-03_Annexure1.pdf,287.27,287.28,287.3,287.45,287.26,287.2,287.54,287.34,287.76,287.26,288.55,287.8,287.59,287.27,288.71,287.2,287.28
2024-03,2024-03-01,49,LPG,LPG 11.67 kg Cylinder,,Energy & Utilities,Each,3257.89,2024-03_Annexure1.pdf,11.67,3491.23,3515.13,3527.75,3548.23,3469.46,3377.67,3224.9,3581.52,3325.37,3335.08,3412.45,3444.56,3289.58,3473.08,3324.53,3462.37
2024-03,2024-03-01,50,Telephone Call Charges Per Minute,Telephone Call Charges,,Communication,Per Minute,1.79,2024-03_Annexure1.pdf,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
2024-03,2024-03-01,51,Toilet Soap LIFEBUOY 115 gm Each,Toilet Soap LIFEBUOY 115 gm,,Personal & Household Care,Each,110.39,2024-03_Annexure1.pdf,111.47,111.47,105.8,111.47,111.47,105.0,117.47,111.47,111.48,111.48,111.48,110.0,118.6,103.32,111.47,111.48,103.0
2024-04,2024-04-01,1,Wheat Flour Bag 20 Kg,Wheat Flour Bag,,Cereals & Grains,20 Kg,2410.13,2024-04_Annexure1.pdf,2501.31,2492.95,2329.14,2358.19,2388.37,2308.34,2381.57,2408.12,2336.95,2387.75,2454.4,2213.75,2474.97,2404.19,2446.92,2599.95,2513.38
2024-04,2024-04-01,2,Rice Basmati Broken (Average Quality)1 Kg,Rice Basmati Broken (Average Quality),,Cereals & Grains,1 Kg,224.19,2024-04_Annexure1.pdf,254.82,245.28,198.78,160.0,240.88,221.63,200.0,200.0,186.43,268.49,251.51,220.0,264.12,227.42,187.45,268.68,256.62
2024-04,2024-04-01,3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,Rice IRRI-6/9 (Sindh/Punjab),,Cereals & Grains,1 Kg,0.24,2024-04_Annexure1.pdf,171.14,148.93,160.0,176.6,167.66,170.0,180.25,192.45,170.0,156.59,175.48,170.0,184.95,166.6,170.42,170.02,140.27
2024-04,2024-04-01,4,Bread plain (Small Size) Each,Bread plain (Small Size),,Bakery & Confectionery,Each,116.18,2024-04_Annexure1.pdf,120.0,120.0,120.0,120.0,116.41,120.0,110.0,120.0,120.0,120.0,120.0,130.0,112.92,110.0,100.0,120.0,100.0
2024-04,2024-04-01,5,Beef with Bone (Average Quality) 1 Kg,Beef with Bone (Average Quality),,Meat & Poultry,1 Kg,902.49,2024-04_Annexure1.pdf,1126.36,1065.88,883.01,898.61,896.53,1000.0,843.32,900.0,848.53,1116.38,822.54,800.0,923.33,856.94,750.0,911.14,800.0
2024-04,2024-04-01,6,Mutton (Average Quality) 1 Kg,Mutton (Average Quality),,Meat & Poultry,1 Kg,1833.88,2024-04_Annexure1.pdf,2152.46,2119.02,2000.0,1923.54,2182.26,2000.0,1566.49,1911.0,1665.99,1937.94,1720.54,1600.0,1815.36,1763.91,1550.0,1854.73,1600.0
2024-04,2024-04-01,7,Chicken Farm Broiler (Live) 1 Kg,Chicken Farm Broiler (Live),,Meat & Poultry,1 Kg,473.86,2024-04_Annexure1.pdf,477.5,461.49,451.91,446.71,444.18,456.86,440.7,456.95,429.64,513.87,492.35,484.33,476.74,466.38,480.11,540.24,554.93
2024-04,2024-04-01,8,Milk fresh (Un-boiled) 1 Ltr,Milk fresh (Un-boiled),,Dairy & Eggs,1 Ltr,185.55,2024-04_Annexure1.pdf,212.34,213.12,200.0,160.0,160.93,186.43,146.59,176.6,146.59,200.0,200.0,200.0,213.12,211.59,156.59,200.0,196.61
2024-04,2024-04-01,9,Curd (Dahi) Loose 1 Kg,Curd (Dahi) Loose,,Dairy & Eggs,1 Kg,217.5,2024-04_Annexure1.pdf,233.18,232.42,220.0,180.0,185.9,220.0,180.0,217.68,186.43,309.29,276.56,220.0,246.49,228.46,176.6,220.0,206.61
2024-04,2024-04-01,10,Powdered Milk NIDO 390 gm PolybagEach,Powdered Milk NIDO 390 gm Polybag,,Dairy & Eggs,Each,830.71,2024-04_Annexure1.pdf,845.27,843.35,820.0,832.22,844.63,820.0,820.0,832.22,820.0,816.14,842.6,820.0,820.0,832.11,820.0,854.96,840.0
2024-04,2024-04-01,11,Eggs Hen (Farm) 1 Dozen,Eggs Hen (Farm),,Dairy & Eggs,1 Dozen,262.64,2024-04_Annexure1.pdf,266.39,268.09,255.35,252.36,247.67,261.0,247.67,243.72,256.03,272.46,253.35,264.47,265.37,271.38,268.67,282.8,293.12
2024-04,2024-04-01,12,Mustard Oil (Average Quality) 1 Kg,Mustard Oil (Average Quality),,Oils & Fats,1 Kg,499.85,2024-04_Annexure1.pdf,667.35,653.94,450.0,480.0,482.26,600.0,500.0,469.88,459.79,499.94,409.04,370.0,496.48,554.42,442.08,552.41,506.58
