ds,y,commodity,unit,month,quarter,month_sin,month_cos,price_lag_1,price_lag_2,price_lag_3,price_lag_6,price_lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,price_diff_1,mom_pct_change_1
2024-08-01,354.44,Pulse Gram,1 Kg,8,3,-0.8660254037844385,-0.5000000000000004,330.02,293.21,260.01,259.56,242.6,294.41333333333336,35.020508753205256,276.68666666666667,29.46333427612476,36.81,12.554142082466493
2024-09-01,390.4,Pulse Gram,1 Kg,9,3,-1.0,-1.8369701987210297e-16,354.44,330.02,293.21,259.56,250.1,325.89000000000004,30.823220143261988,292.5,41.45438312169174,24.420000000000016,7.399551542330773
2024-10-01,411.18,Pulse Gram,1 Kg,10,4,-0.8660254037844386,0.5000000000000001,390.4,354.44,330.02,257.76,234.86,358.28666666666663,30.373240415426903,314.3066666666667,53.363867051279804,35.95999999999998,10.145581762780719
2024-11-01,398.51,Pulse Gram,1 Kg,11,4,-0.5000000000000004,0.8660254037844384,411.18,390.4,354.44,260.01,229.43,385.34,28.706438302234318,339.8766666666666,57.44994226861039,20.78000000000003,5.322745901639352
2024-12-01,378.97,Pulse Gram,1 Kg,12,4,-2.4492935982947064e-16,1.0,398.51,411.18,390.4,293.21,239.56,400.03,10.473055905512183,362.96000000000004,45.52937732936833,-12.670000000000016,-3.0813755532856693
2025-01-01,361.46,Pulse Gram,1 Kg,1,1,0.49999999999999994,0.8660254037844387,378.97,398.51,411.18,330.02,257.78,396.22,16.22664783619781,377.25333333333333,30.10010741952035,-19.539999999999964,-4.903264660861701
2025-02-01,332.51,Pulse Gram,1 Kg,2,1,0.8660254037844386,0.5000000000000001,361.46,378.97,398.51,354.44,259.56,379.6466666666667,18.53426646331915,382.49333333333334,21.83473532394345,-17.510000000000048,-4.620418502783874
2025-03-01,309.31,Pulse Gram,1 Kg,3,1,1.0,6.123233995736766e-17,332.51,361.46,378.97,390.4,259.56,357.6466666666667,23.463568214006074,378.8383333333333,28.337142704702313,-28.94999999999999,-8.009184972057763
2025-04-01,309.17,Pulse Gram,1 Kg,4,2,0.8660254037844387,-0.4999999999999998,309.31,332.51,361.46,411.18,257.76,334.4266666666667,26.127778959056453,365.3233333333333,39.03729994078307,-23.19999999999999,-6.9772337674054885
2025-05-01,314.58,Pulse Gram,1 Kg,5,2,0.49999999999999994,-0.8660254037844387,309.17,309.31,332.51,398.51,260.01,316.99666666666667,13.435123123116968,348.3216666666667,37.24399786095283,-0.13999999999998636,-0.045262034851762424
2025-06-01,290.0,Pulse Gram,1 Kg,6,2,1.2246467991473532e-16,-1.0,314.58,309.17,309.31,378.97,293.21,311.02,3.0838450025867252,334.3333333333333,29.60124096497742,5.409999999999968,1.7498463628424388
2025-07-01,313.38,Pulse Gram,1 Kg,7,3,-0.4999999999999997,-0.8660254037844388,290.0,314.58,309.17,361.46,330.02,304.5833333333333,12.915968153154925,319.505,24.63697607256189,-24.579999999999984,-7.813592726810345
2025-08-01,307.55,Pulse Gram,1 Kg,8,3,-0.8660254037844385,-0.5000000000000004,313.38,290.0,314.58,332.51,354.44,305.9866666666666,13.857854571805563,311.4916666666667,13.615546139125373,23.379999999999995,8.06206896551724
2025-09-01,308.8,Pulse Gram,1 Kg,9,3,-1.0,-1.8369701987210297e-16,307.55,313.38,290.0,309.31,390.4,303.6433333333334,12.1697425335671,307.33166666666665,8.908964960457022,-5.829999999999984,-1.8603612227966
2025-10-01,299.69,Pulse Gram,1 Kg,10,4,-0.8660254037844386,0.5000000000000001,308.8,307.55,313.38,309.17,411.18,309.91,3.0694136247790222,307.24666666666667,8.888724692927042,1.25,0.40643797756462363
2025-11-01,281.01,Pulse Gram,1 Kg,11,4,-0.5000000000000004,0.8660254037844384,299.69,308.8,307.55,314.58,398.51,305.34666666666664,4.938525420944195,305.6666666666667,9.310990638307539,-9.110000000000014,-2.9501295336787607
2025-12-01,268.04,Pulse Gram,1 Kg,12,4,-2.4492935982947064e-16,1.0,281.01,299.69,308.8,290.0,378.97,296.5,14.166972153568231,300.07166666666666,12.443088710872782,-18.680000000000007,-6.233107544462613
2026-01-01,253.66,Pulse Gram,1 Kg,1,1,0.49999999999999994,0.8660254037844387,268.04,281.01,299.69,313.38,361.46,282.91333333333336,15.910613857840568,296.4116666666667,17.99093040025025,-12.96999999999997,-4.615494110529864
2026-02-01,252.58,Pulse Gram,1 Kg,2,1,0.8660254037844386,0.5000000000000001,253.66,268.04,281.01,307.55,332.51,267.57,13.681056245771897,286.4583333333333,22.643919640085436,-14.380000000000024,-5.364870914788846
2026-03-01,249.55,Pulse Gram,1 Kg,3,1,1.0,6.123233995736766e-17,252.58,253.66,268.04,308.8,309.31,258.09333333333336,8.630975224927244,277.2966666666667,23.50745300254038,-1.079999999999984,-0.425766774422449
2026-04-01,250.12,Pulse Gram,1 Kg,4,2,0.8660254037844387,-0.4999999999999998,249.55,252.58,253.66,299.69,309.17,251.92999999999998,2.130704108968382,267.4216666666667,19.7753659047473,-3.030000000000001,-1.1996199224008237
2026-05-01,247.57,Pulse Gram,1 Kg,5,2,0.49999999999999994,-0.8660254037844387,250.12,249.55,252.58,281.01,314.58,250.75,1.6102484280305551,259.16,12.679881702917168,0.5699999999999932,0.22841114005209104
2026-06-01,245.61,Pulse Gram,1 Kg,6,2,1.2246467991473532e-16,-1.0,247.57,250.12,249.55,268.04,290.0,249.08,1.3383945606490533,253.58666666666667,7.408513121176156,-2.5500000000000114,-1.0195106348952547
2026-07-01,246.04,Pulse Gram,1 Kg,7,3,-0.4999999999999997,-0.8660254037844388,245.61,247.57,250.12,253.66,313.38,247.76666666666665,2.261422855926844,249.84833333333336,3.0102452834675204,-1.9599999999999795,-0.7916952781031544
2024-03-01,333.59,Pulse Masoor (Washed),1 Kg,3,1,1.0,6.123233995736766e-17,333.59,339.5,335.16,337.54,279.9,336.0833333333333,3.0612796888463394,331.63,7.7575047534626735,-5.910000000000025,-1.7407952871870473
2024-04-01,329.69,Pulse Masoor (Washed),1 Kg,4,2,0.8660254037844387,-0.4999999999999998,333.59,333.59,339.5,323.01,279.43,335.55999999999995,3.4121400909121102,330.97166666666664,7.3103691197273095,0.0,0.0
2024-05-01,320.94,Pulse Masoor (Washed),1 Kg,5,2,0.49999999999999994,-0.8660254037844387,329.69,333.59,333.59,320.98,284.68,332.28999999999996,2.251666049841417,332.085,6.293249558057896,-3.8999999999999773,-1.1690997931592606
2024-06-01,314.68,Pulse Masoor (Washed),1 Kg,6,2,1.2246467991473532e-16,-1.0,320.94,329.69,333.59,335.16,277.38,328.0733333333333,6.478104146533901,332.0783333333333,6.307371613173167,-8.75,-2.6540083108374533
2024-07-01,325.02,Pulse Masoor (Washed),1 Kg,7,3,-0.4999999999999997,-0.8660254037844388,314.68,320.94,329.69,339.5,274.8,321.77000000000004,7.539343472743694,328.66499999999996,9.189286697018229,-6.259999999999991,-1.9505203464822058
2024-08-01,320.92,Pulse Masoor (Washed),1 Kg,8,3,-0.8660254037844385,-0.5000000000000004,325.02,314.68,320.94,333.59,285.75,320.2133333333333,5.208160263791364,326.2516666666666,7.52540607985131,10.339999999999975,3.2858777170458797
2024-09-01,311.65,Pulse Masoor (Washed),1 Kg,9,3,-1.0,-1.8369701987210297e-16,320.92,325.02,314.68,333.59,337.54,320.2066666666667,5.206777634327717,324.14,6.796755108137756,-4.099999999999966,-1.261460833179486
2024-10-01,306.86,Pulse Masoor (Washed),1 Kg,10,4,-0.8660254037844386,0.5000000000000001,311.65,320.92,325.02,329.69,323.01,319.19666666666666,6.849571762769898,320.48333333333335,6.594690793863187,-9.270000000000039,-2.8885703602143953
2024-11-01,305.09,Pulse Masoor (Washed),1 Kg,11,4,-0.5000000000000004,0.8660254037844384,306.86,311.65,320.92,320.94,320.98,313.1433333333334,7.1479670769618355,316.67833333333334,6.8031475558497085,-4.789999999999964,-1.536980587197165
2024-12-01,300.18,Pulse Masoor (Washed),1 Kg,12,4,-2.4492935982947064e-16,1.0,305.09,306.86,311.65,314.68,335.16,307.8666666666666,3.3938817500506047,314.03666666666663,7.818840493747399,-1.7700000000000387,-0.5768102717851915
2025-01-01,301.03,Pulse Masoor (Washed),1 Kg,1,1,0.49999999999999994,0.8660254037844387,300.18,305.09,306.86,325.02,339.5,304.04333333333335,3.4608139697655202,311.62,9.614811490611629,-4.909999999999968,-1.6093611721131367
2025-02-01,298.55,Pulse Masoor (Washed),1 Kg,2,1,0.8660254037844386,0.5000000000000001,301.03,300.18,305.09,320.92,333.59,302.09999999999997,2.6240617370766075,307.6216666666666,7.731637385875277,0.8499999999999659,0.28316343527215865
2025-03-01,293.89,Pulse Masoor (Washed),1 Kg,3,1,1.0,6.123233995736766e-17,298.55,301.03,300.18,311.65,333.59,299.92,1.2602777471604765,303.8933333333334,4.918083637623918,-2.4799999999999613,-0.8238381556655355
2025-04-01,294.42,Pulse Masoor (Washed),1 Kg,4,2,0.8660254037844387,-0.4999999999999998,293.89,298.55,301.03,306.86,329.69,297.8233333333333,3.6250425284842853,300.93333333333334,4.653362941643835,-4.660000000000025,-1.5608775749455785
2025-05-01,293.92,Pulse Masoor (Washed),1 Kg,5,2,0.49999999999999994,-0.8660254037844387,294.42,293.89,298.55,305.09,320.94,295.62000000000006,2.551254593329531,298.86,4.237329347595892,0.5300000000000296,0.180339582837126
2025-06-01,280.0,Pulse Masoor (Washed),1 Kg,6,2,1.2246467991473532e-16,-1.0,293.92,294.42,293.89,300.18,314.68,294.07666666666665,0.29771350879197855,296.9983333333334,3.303655046560435,-0.5,-0.16982541946878607
2025-07-01,295.99,Pulse Masoor (Washed),1 Kg,7,3,-0.4999999999999997,-0.8660254037844388,280.0,293.92,294.42,301.03,325.02,289.44666666666666,8.184872224617427,293.635,7.287234729305596,-13.920000000000016,-4.735982580293962
2025-08-01,295.31,Pulse Masoor (Washed),1 Kg,8,3,-0.8660254037844385,-0.5000000000000004,295.99,280.0,293.92,298.55,320.92,289.97,8.696085326167225,292.795,6.513760050846031,15.990000000000009,5.710714285714289
2025-09-01,295.39,Pulse Masoor (Washed),1 Kg,9,3,-1.0,-1.8369701987210297e-16,295.31,295.99,280.0,293.89,311.65,290.43333333333334,9.041926417158827,292.255,6.059718640332873,-0.6800000000000068,-0.22973749113145947
2025-10-01,294.32,Pulse Masoor (Washed),1 Kg,10,4,-0.8660254037844386,0.5000000000000001,295.39,295.31,295.99,294.42,306.86,295.56333333333333,0.37166292970779513,292.505,6.17059073347096,0.07999999999998408,0.027090176424768575
2025-11-01,290.25,Pulse Masoor (Washed),1 Kg,11,4,-0.5000000000000004,0.8660254037844384,294.32,295.39,295.31,293.92,305.09,295.00666666666666,0.5960145411971937,292.4883333333333,6.1645159312523745,-1.0699999999999932,-0.3622329801279641
2025-12-01,283.53,Pulse Masoor (Washed),1 Kg,12,4,-2.4492935982947064e-16,1.0,290.25,294.32,295.39,280.0,300.18,293.32,2.7119918878904663,291.8766666666666,6.176114204470665,-4.069999999999993,-1.3828486001630855
2026-01-01,273.43,Pulse Masoor (Washed),1 Kg,1,1,0.49999999999999994,0.8660254037844387,283.53,290.25,294.32,295.99,301.03,289.3666666666666,5.448966262816636,292.465,4.842659393349673,-6.720000000000027,-2.3152454780361853
2026-02-01,264.58,Pulse Masoor (Washed),1 Kg,2,1,0.8660254037844386,0.5000000000000001,273.43,283.53,290.25,295.31,298.55,282.40333333333336,8.466412069661402,288.705,8.744561166805234,-10.099999999999966,-3.56223327337494
2026-03-01,260.97,Pulse Masoor (Washed),1 Kg,3,1,1.0,6.123233995736766e-17,264.58,273.43,283.53,295.39,293.89,273.84666666666664,9.481868662521219,283.5833333333333,12.355869320556346,-8.850000000000023,-3.2366602055370746
2026-04-01,260.69,Pulse Masoor (Washed),1 Kg,4,2,0.8660254037844387,-0.4999999999999998,260.97,264.58,273.43,294.32,294.42,266.32666666666665,6.4110087609748785,277.84666666666664,13.695597346106004,-3.609999999999957,-1.3644266384458223
2026-05-01,258.88,Pulse Masoor (Washed),1 Kg,5,2,0.49999999999999994,-0.8660254037844387,260.69,260.97,264.58,290.25,293.92,262.08,2.169585213804743,272.2416666666666,12.428445464605224,-0.28000000000002956,-0.10729202590337185
2026-06-01,258.81,Pulse Masoor (Washed),1 Kg,6,2,1.2246467991473532e-16,-1.0,258.88,260.69,260.97,283.53,280.0,260.18,1.1345042970208974,267.0133333333333,9.61823823091662,-1.8100000000000023,-0.6943112509110446
2026-07-01,257.64,Pulse Masoor (Washed),1 Kg,7,3,-0.4999999999999997,-0.8660254037844388,258.81,258.88,260.69,273.43,295.99,259.46,1.0657860948418927,262.8933333333334,5.571364883640825,-0.06999999999999318,-0.027039555006177836
2024-03-01,540.03,Pulse Mash (Washed),1 Kg,3,1,1.0,6.123233995736766e-17,540.03,539.94,529.54,538.59,419.23,536.5033333333333,6.030591458003509,533.1566666666666,7.685739175034084,0.08999999999991815,0.01666851872428754
2024-04-01,541.09,Pulse Mash (Washed),1 Kg,4,2,0.8660254037844387,-0.4999999999999998,540.03,540.03,539.94,529.88,428.08,540.0,0.0519615243444534,533.3966666666666,7.90858942332028,0.0,0.0
2024-05-01,548.27,Pulse Mash (Washed),1 Kg,5,2,0.49999999999999994,-0.8660254037844387,541.09,540.03,540.03,520.96,443.43,540.3833333333333,0.6119912853511329,535.265,8.229281256585312,1.0600000000000591,0.19628539155233213
2024-06-01,564.73,Pulse Mash (Washed),1 Kg,6,2,1.2246467991473532e-16,-1.0,548.27,541.09,540.03,529.54,453.95,543.13,4.482811617725333,539.8166666666667,5.979905238935839,7.17999999999995,1.3269511541517953
2024-07-01,573.48,Pulse Mash (Washed),1 Kg,7,3,-0.4999999999999997,-0.8660254037844388,564.73,548.27,541.09,539.94,468.25,551.3633333333333,12.119774475350168,545.6816666666667,9.873917999793772,16.460000000000036,3.002170463457792
2024-08-01,581.03,Pulse Mash (Washed),1 Kg,8,3,-0.8660254037844385,-0.5000000000000004,573.48,564.73,548.27,540.03,499.57,562.16,12.799988281245465,551.2716666666666,14.420563673679714,8.75,1.5494129938200556
2024-09-01,568.62,Pulse Mash (Washed),1 Kg,9,3,-1.0,-1.8369701987210297e-16,581.03,573.48,564.73,540.03,538.59,573.0799999999999,8.157358641130447,558.105,17.428596902791195,7.5499999999999545,1.316523679988832
2024-10-01,542.87,Pulse Mash (Washed),1 Kg,10,4,-0.8660254037844386,0.5000000000000001,568.62,581.03,573.48,541.09,529.88,574.3766666666667,6.253401740921471,562.87,15.273560161271583,-12.409999999999968,-2.135862175791262
2024-11-01,523.56,Pulse Mash (Washed),1 Kg,11,4,-0.5000000000000004,0.8660254037844384,542.87,568.62,581.03,548.27,520.96,564.1733333333333,19.46473820356573,563.1666666666666,14.775058262715891,-25.75,-4.528507614927368
2024-12-01,506.52,Pulse Mash (Washed),1 Kg,12,4,-2.4492935982947064e-16,1.0,523.56,542.87,568.62,564.73,529.54,545.0166666666665,22.606570578779515,559.0483333333333,21.61723887703167,-19.31000000000006,-3.55702101792327
2025-01-01,494.66,Pulse Mash (Washed),1 Kg,1,1,0.49999999999999994,0.8660254037844387,506.52,523.56,542.87,573.48,539.94,524.3166666666666,18.186809322509728,549.3466666666667,29.995784814981054,-17.039999999999964,-3.254641301856514
2025-02-01,483.03,Pulse Mash (Washed),1 Kg,2,1,0.8660254037844386,0.5000000000000001,494.66,506.52,523.56,581.03,540.03,508.24666666666667,14.527165357815608,536.2099999999999,34.26811112390027,-11.859999999999957,-2.3414672668403926
2025-03-01,463.12,Pulse Mash (Washed),1 Kg,3,1,1.0,6.123233995736766e-17,483.03,494.66,506.52,568.62,540.03,494.7366666666667,11.745187667011258,519.8766666666667,31.906521381476878,-11.630000000000052,-2.3511098532325336
2025-04-01,463.56,Pulse Mash (Washed),1 Kg,4,2,0.8660254037844387,-0.4999999999999998,463.12,483.03,494.66,542.87,541.09,480.27,15.950112852264533,502.29333333333335,28.567448375146082,-19.909999999999968,-4.121897190650678
2025-05-01,457.78,Pulse Mash (Washed),1 Kg,5,2,0.49999999999999994,-0.8660254037844387,463.56,463.12,483.03,523.56,548.27,469.90333333333336,11.370155378591056,489.075,24.024798646397993,0.4399999999999977,0.09500777336327468
2025-06-01,470.0,Pulse Mash (Washed),1 Kg,6,2,1.2246467991473532e-16,-1.0,457.78,463.56,463.12,506.52,564.73,461.4866666666667,3.217597447366624,478.1116666666667,19.773459400586262,-5.78000000000003,-1.2468720338251855
2025-07-01,455.19,Pulse Mash (Washed),1 Kg,7,3,-0.4999999999999997,-0.8660254037844388,470.0,457.78,463.56,494.66,573.48,463.78000000000003,6.112969818342654,472.0249999999999,14.081400143450443,12.220000000000027,2.6694045174538052
2025-08-01,447.58,Pulse Mash (Washed),1 Kg,8,3,-0.8660254037844385,-0.5000000000000004,455.19,470.0,457.78,483.03,581.03,460.99,7.909620724154003,465.44666666666666,10.028522656235682,-14.810000000000002,-3.1510638297872346
2025-09-01,448.35,Pulse Mash (Washed),1 Kg,9,3,-1.0,-1.8369701987210297e-16,447.58,455.19,470.0,463.12,568.62,457.59,11.401056968543074,459.53833333333324,7.790379751118217,-7.610000000000014,-1.671829345987393
2025-10-01,448.06,Pulse Mash (Washed),1 Kg,10,4,-0.8660254037844386,0.5000000000000001,448.35,447.58,455.19,463.56,542.87,450.3733333333333,4.189085023402325,457.07666666666665,8.711391775522017,0.7700000000000387,0.17203628401627388
2025-11-01,443.56,Pulse Mash (Washed),1 Kg,11,4,-0.5000000000000004,0.8660254037844384,448.06,448.35,447.58,457.78,523.56,447.99666666666667,0.3888873015315214,454.49333333333334,8.702490831171989,-0.29000000000002046,-0.06468161034906221
2025-12-01,437.48,Pulse Mash (Washed),1 Kg,12,4,-2.4492935982947064e-16,1.0,443.56,448.06,448.35,470.0,506.52,446.6566666666667,2.6857090931990095,452.1233333333334,9.525764361280023,-4.5,-1.004329777261974
2026-01-01,429.76,Pulse Mash (Washed),1 Kg,1,1,0.49999999999999994,0.8660254037844387,437.48,443.56,448.06,455.19,494.66,443.0333333333333,5.309626477756234,446.7033333333333,5.870170923119064,-6.079999999999984,-1.3707277482189522
2026-02-01,455.64,Pulse Mash (Washed),1 Kg,2,1,0.8660254037844386,0.5000000000000001,429.76,437.48,443.56,447.58,483.03,436.9333333333334,6.916222475693448,442.465,7.477522985585915,-7.720000000000027,-1.7646520983816465
2026-03-01,465.34,Pulse Mash (Washed),1 Kg,3,1,1.0,6.123233995736766e-17,455.64,429.76,437.48,448.35,463.12,440.96000000000004,13.286323795540854,443.8083333333334,9.123123185983653,25.879999999999995,6.021965748324646
2026-04-01,473.46,Pulse Mash (Washed),1 Kg,4,2,0.8660254037844387,-0.4999999999999998,465.34,455.64,429.76,448.06,463.56,450.24666666666667,18.392937050218254,446.63999999999993,12.736033919551488,9.699999999999989,2.1288736721973462
2026-05-01,466.54,Pulse Mash (Washed),1 Kg,5,2,0.49999999999999994,-0.8660254037844387,473.46,465.34,455.64,443.56,457.78,464.81333333333333,8.921666510988612,450.8733333333333,16.85705865999858,8.120000000000005,1.7449606739158476
2026-06-01,461.62,Pulse Mash (Washed),1 Kg,6,2,1.2246467991473532e-16,-1.0,466.54,473.46,465.34,437.48,470.0,468.44666666666666,4.382936610686572,454.7033333333333,17.46280809797306,-6.919999999999959,-1.4615807037553246
2026-07-01,453.55,Pulse Mash (Washed),1 Kg,7,3,-0.4999999999999997,-0.8660254037844388,461.62,466.54,473.46,429.76,455.19,467.2066666666667,5.948086527051895,458.7266666666667,15.354622322500603,-4.920000000000016,-1.0545719552449984
